ts,open,high,low,close,volume,trades,longOpenInterest,shortOpenInterest,profit,loss,profitCumulative,lossCumulative
2021-12-25,50834.2,51154.2,50209.2,50436.0,1222.79596971,15356,29707631554580910926889012785633610000,3478386462316975117627395393400000000,50408616458653177706358999611627567,13763519035234173425338391438061197,24087439785241958800132600619229885098,30181974710192446042357441170483614016
2021-12-26,50436.1,51242.0,49427.9,50797.3,1079.30404079,15511,26115197049033717126625803206178840000,4188261274320123901601753203400000000,161671358901468387690309807788903317,21146236326675585301790022647011970,24249111144143427187822910427018788415,30203120946519121627659231193130625986
2021-12-27,50797.4,52111.0,50480.2,50687.4,1629.37532299,21968,27430340556803457371607236223352900000,5839184476398053742522166493400000000,185110420607060762945691274453292642,68512607387658437958325749563085716,24434221564750487950768601701472081057,30271633553906780065617556942693711702
2021-12-28,50687.5,50693.5,47305.5,47548.1,3521.5091963001,35217,30633604417325222230687445807936790000,307103668167409353668525863400000000,276978341255476078188695846065883037,580323991278042189384365000299216360,24711199906005964028957297547537964094,30851957545184822255001921942992928062
2021-12-29,47549.8,48123.7,46120.0,46473.2,2346.5654002,26014,26607886542316806984683510249526180000,266190700294365217667710243400000000,112931789469239951024366999165568516,1172920116044516726501389643670151152,24824131695475203979981664546703532610,32024877661229338981503311586663079214
2021-12-30,46464.5,47907.4,45930.1,47143.8,1928.68412237,22090,21430084914499798165598377993603290000,6610866267977517611343127573400000000,232677388269660609836175622721290698,163783824902061445262266146302504502,25056809083744864589817840169424823308,32188661486131400426765577732965583716
2021-12-31,47143.8,48591.6,45530.3,46150.0,3113.0177165101,28633,33881229517955984968214748319919810000,22433675120439356706995970251400000000,123397709146767647328061986020772349,244033933822709810847570581601611980,25180206792891632237145902155445595657,32432695419954110237613148314567195696
2022-01-01,46150.0,47922.6,46150.0,47738.3,2133.68707098,19093,35153442406806401294605059519213120000,14507724827528637971801590591891500000,232110592715866185559593515970304109,92820326974563561211208972180131757,25412317385607498422705495671415899766,32525515746928673798824357286747327453
2022-01-02,47736.5,47950.4,46700.0,47304.6,1343.75926236,19384,36776195511136460218139553554295020000,23356979904164491758349765920000000000,287902144697014577402422725503960246,13083633746965448151587800325022793,25700219530304513000107918396919860012,32538599380675639246975945087072350246
2022-01-03,47301.2,47567.2,45707.9,46452.6,2133.14177926,23931,36054826819792806645102994612178300000,5171134497353781913311544224853851571,770419795899608642986072327064616660,263653052565390928844421524603381289,26470639326204121643093990723984476672,32802252433241030175820366611675731535
2022-01-04,46452.5,47500.0,45548.7,45858.5,2219.89025735,22817,43019410922933645721046365098650900000,2852714817654920104322735240000000000,434269635588920250528900995119103889,166190980126688639083597943049269871,26904908961793041893622891719103580561,32968443413367718814903964554725001406
2022-01-05,45858.5,47066.5,42505.0,43410.0,4070.4828775901,36190,34734023444305920222494087685403720000,16856695158283954374863217613400000000,1224012137863897594047779309288127786,1629437680559839780074044872666655478,28128921099656939487670671028391708347,34597881093927558594978009427391656884
2022-01-06,43432.5,43748.0,42424.0,43124.4,4794.7013253702,39424,34141345312410658223451265266146250000,20342238947881715636013517970400000000,560110887369066022967708046696562523,924953206222633486209076728048856753,28689031987026005510638379075088270870,35522834300150192081187086155440513637
2022-01-07,43124.5,43134.9,40666.0,41523.6,5771.2923085602,37588,24309727447834593452225885782876650000,30349151307524711515608235639400000000,2447870279927613917081062370034676140,2432682382209378827812829210572503455,31136902266953619427719441445122947010,37955516682359570908999915366013017092
2022-01-08,41523.7,42302.4,40555.0,41693.2,2564.73685397,24823,21274472750709105922689886117876650000,20645628841820515985007004523400000000,1574356531194416283203789830266576990,382272220569084196267780063090103928,32711258798148035710923231275389524000,38337788902928655105267695429103121020
2022-01-09,41693.2,42786.7,41249.7,41862.9,2006.61458019,16220,23263486754050164850985280100876650000,10142868772284774957173934193400000000,68262809923951203358791790326517592,316093490212066019810405660364525732,32779521608071986914282023065716041592,38653882393140721125078101089467646752
2022-01-10,41867.1,42239.6,39659.9,41855.3,4131.2822819702,29925,22853470231370287771773876642876650000,9937831027996040671484205530163280000,832588146136603670590202109178068542,349945143445251279179005447609636659,33612109754208590584872225174894110134,39003827536585972404257106537077283411
2022-01-11,41855.2,43127.5,41315.5,42728.8,3316.84906075,27218,27289272468949210104855972946649550000,4243869267324836258034160147815108264,239854307189500242928827709524188503,560478990883053249816268896627503772,33851964061398090827801052884418298637,39564306527469025654073375433704787183
2022-01-12,42728.8,44348.5,42480.0,43927.8,2847.97173242,25374,29174792882659941216688884836380310000,2531100701453194560686270662200000000,491103757445581874896337108284565598,417196167637328988813187551767088585,34343067818843672702697389992702864235,39981502695106354642886562985471875768
2022-01-13,43927.8,44420.1,42352.0,42550.0,2960.06741848,25407,23995196530629125216272437418217110000,13155171813600391055546086527825000000,210954967227865115418155453153145065,374593824801460615552364365051174770,34554022786071537818115545445856009300,40356096519907815258438927350523050538
2022-01-14,42550.0,43473.1,41800.0,43090.0,2711.96112072,24161,36258262999340685527013911191357350000,2934838248712950597922202708502710869,290314301512896818567425093752418734,268813901723306898020494823241723062,34844337087584434636682970539608428034,40624910421631122156459422173764773600
2022-01-15,43090.0,43791.6,42600.0,43111.5,975.55181847,17155,25519652421703295890251551775041700000,32136514254443821529259868507400000000,158744607149831183788465027402049501,106362127098916646176385265473928454,35003081694734265820471435567010477535,40731272548730038802635807439238702054
2022-01-16,43111.5,43463.8,42614.9,43114.5,1264.00992817,15131,45474523023304026210768172536664460000,4132673102387211419665334565400000000,484870504116870380855095944663240195,24781294139413073197517897849472998,35487952198851136201326531511673717730,40756053842869451875833325337088175052
2022-01-17,43114.5,43200.6,41579.2,42248.1,1677.42017272,18590,22552659634924458957391540573892940000,3525861489023466482583079576687480574,868820539842999657612926606195229259,535994681920182882960088141730719950,36356772738694135858939458117868946989,41292048524789634758793413478818895002
2022-01-18,42248.0,42667.0,41288.0,42383.0,1863.1982201899,19172,32486990614873304324764810450759740000,2605264330631717382927920440115550000,290000489855751569920878162631158466,417099554570927717652544954499975753,36646773228549887428860336280500105455,41709148079360562476445958433318870755
2022-01-19,42371.3,42577.8,41159.0,41686.2,1920.1883634199,21971,28651480923955276573490450354045930000,24245458278642368388951400440915550000,499970554177019340448245329448411630,471001230780572576642005827150214353,37146743782726906769308581609948517085,42180149310141135053087964260469085108
2022-01-20,41686.2,43497.4,40577.1,40686.9,3095.76886468,27631,27926255372234511755219659155134710000,4765090878355140047078261139779507300,1100060127888596535718946226865441123,833348586096625138980872704469884754,38246803910615503305027527836813958208,43013497896237760192068836964938969862
2022-01-21,40686.9,41115.7,35409.7,36468.4,8876.9983110408,59629,12376723309678047715729543427077560000,2956700754501508217566243826146670000,1025841828139224126702182254466122771,3688641844858282895215196441507502317,39272645738754727431729710091280080979,46702139741096043087284033406446472179
2022-01-22,36446.2,36814.5,34007.7,35067.6,5382.9173299101,44525,10212082381551219755061612162123720000,7672439621278678513201672265215550000,1001463991546067849815633713396368682,1179913222672809123814699625731857470,40274109730300795281545343804676449661,47882052963768852211098733032178329649
2022-01-23,35070.8,36500.0,34613.3,36277.5,2385.56399264,22291,10133518692094260421107419545123720000,6794864532602998060150876354115550000,476438582653694196994570640533744140,467471458625497910683836810172991755,40750548312954489478539914445210193801,48349524422394350121782569842351321404
2022-01-24,36270.1,37500.0,32940.1,36699.5,7639.6550965202,48013,11314295238033827315727776487450330000,10093851323061047614986028746933731788,1131362478439878224524892278272207412,1645932948798676749793023381180774176,41881910791394367703064806723482401213,49995457371193026871575593223532095580
2022-01-25,36699.5,37552.8,35685.3,36987.8,3186.96357197,26079,12782631508343249466065880199205650000,12240534294404472408780408074956737771,527371463870163097777577946840163875,551893151688090078905014188003435250,42409282255264530800842384670322565088,50547350522881116950480607411535530830
2022-01-26,36994.6,38899.9,36251.2,36827.6,5526.1969408302,39968,13403699981364975828356490576579046000,5273277943131433843430599842455340908,734168636031243659559023157361963771,998030180674488218968434889935363044,43143450891295774460401407827684528859,51545380703555605169449042301470893874
2022-01-27,36827.7,37242.5,35548.5,37200.5,4276.4801738801,29424,10708548997952529000395387358350330000,8300272679435763642625212968545550000,672162082651208548924790817769893546,383073148208727512301932322897562591,43815612973946983009326198645454422405,51928453851764332681750974624368456465
2022-01-28,37168.0,37999.9,36172.3,37737.9,2662.80699128,24788,9678512830680309116517637742729210000,12875796927565273783652207604245550000,317358723519738323214478702387083352,397822533639162363902347107915066702,44132971697466721332540677347841505757,52326276385403495045653321732283523167
2022-01-29,37735.7,38719.5,37275.7,38164.9,1737.65164383,20283,13851008055210026527574451775206470000,15112887697364674592543691655079870000,164963134292643777036354029713394071,286944103208674827266597699416047259,44297934831759365109577031377554899828,52613220488612169872919919431699570426
2022-01-30,38188.3,38358.0,37389.0,37930.1,1037.63136699,14478,12033773586380157226512869702769260000,14573830823028352680383304001888886146,188386216888717310294063049463837484,85122068730119715734514548060613334,44486321048648082419871094427018737312,52698342557342289588654433979760183760
2022-01-31,37914.0,38786.0,36667.5,38512.1,2521.02829205,23645,14108879024999684604897565313349710000,15020465571156593915708136575793550000,386242617018874768313731827846246941,257804196408097517920656990752213784,44872563665666957188184826254864984253,52956146753750387106575090970512397544
2022-02-01,38512.0,39290.0,38050.0,38719.9,3336.0134691301,27161,14862471892341911863595306978004210000,4951053272500269103402230286205550000,291251935610607630921360797439202365,565585139456930713504267050982728494,45163815601277564819106187052304186618,53521731893207317820079358021495126038
2022-02-02,38721.4,38878.8,36600.0,36903.3,2725.79712871,24591,17437864986871020133933384636270170000,11699318217387240346084792799467376687,248288140184455364134841077983903053,504140808103884877174137139228890729,45412103741462020183241028130288089671,54025872701311202697253495160724016767
2022-02-03,36921.5,37389.0,36269.8,37324.4,1721.53526412,20871,17652936805504979670262122941270170000,9996279765238359269161194130410000000,289643011266522713834756844383297575,165226167202406356632296440675514221,45701746752728542897075784974671387246,54191098868513609053885791601399530988
2022-02-04,37324.3,41774.0,37073.9,41585.5,4269.98627591,33485,12032191222996944033913666780753460000,8775744653733207103044283772513390000,774272092342288950457925517783498783,751697951592309868281834687086075878,46476018845070831847533710492454886029,54942796820105918922167626288485606866
2022-02-05,41597.2,41926.4,40883.7,41419.0,2211.15688361,24916,14373502496515445232339139098965000000,10370630543494081122587267625300000000,232002724999360418122094412840609431,369404124158018364343512411602445897,46708021570070192265655804905295495460,55312200944263937286511138700088052763
2022-02-06,41419.0,42694.5,41141.9,42419.5,1818.07180806,22192,12848590263942527676512160706965000000,17040405538021710536188873647388920000,151356147768276323788765942255428371,234393775438700668113600196444862209,46859377717838468589444570847550923831,55546594719702637954624738896532914972
2022-02-07,42426.1,44528.6,41697.4,43867.2,4604.6818396703,39555,23148071687004525059059272659357120000,13065655153735414710678150950228920000,193618069652577557038701114400958208,482600149984368818639084545953355451,47052995787491046146483271961951882039,56029194869687006773263823442486270423
2022-02-08,43873.1,45500.0,42709.6,44079.1,3432.44974988,35663,16050742838705360292866512415357120000,7478241515443168638246742864500000000,401496758393757025336273512328998207,253144818736657832045255630544234852,47454492545884803171819545474280880246,56282339688423664605309079073030505275
2022-02-09,44083.1,44831.0,43187.2,44420.0,3210.42939961,27148,19537880125989602432192548297357120000,8566093282416785281250016883020000000,164890949125516854666949521987353454,249053598974311331675846326898911270,47619383495010320026486494996268233700,56531393287397975936984925399929416545
2022-02-10,44420.1,45900.0,43228.0,43537.5,5478.5708455002,39399,18495357079903826305214175681711178752,12806283325679468483400399078966600090,1224762811501286269519492261385325983,731940035920866910588672262737002588,48844146306511606296005987257653559683,57263333323318842847573597662666419133
2022-02-11,43537.5,43944.9,42000.0,42400.2,3361.3901286201,32725,11962254284939657990508586156370170000,17379824274578035593020195101000000000,550829516717077788084028107712901627,692856215805579583994129184218570982,49394975823228684084090015365366461310,57956189539124422431567726846884990115
2022-02-12,42400.1,43038.2,41760.6,42241.0,1939.69954808,22706,14383220601110106078716229955370170000,18816550204441349448337147715360000000,270096806129432777523646061685556323,314562861079320098142202063388031896,49665072629358116861613661427052017633,58270752400203742529709928910273022011
2022-02-13,42241.1,42768.5,41893.1,42062.6,1124.71740372,17169,12255854035818012190355415756370170000,24057715642882766331066815725309538337,217438259511156380058375314044032620,127322159055179309096203288686356632,49882510888869273241672036741096050253,58398074559258921838806132198959378643
2022-02-14,42062.5,42852.0,41573.1,42563.5,1918.26713617,23017,13577131711636159775358130461370170000,11114796038142670007248914882010714241,238637423508239767965712679463394449,276004579373030644328807131673291082,50121148312377513009637749420559444702,58674079138631952483134939330632669725
2022-02-15,42563.4,44770.8,42469.6,44563.1,2190.91991458,24372,13589695861261215039929735949169411216,2899303548907639876912417847200000000,192852154520231762140976255396824983,576097949012461513306818048574081769,50314000466897744771778725675956269685,59250177087644413996441757379206751494
2022-02-16,44563.1,44580.2,43236.5,43873.1,1752.90643025,21680,17441082513785400367792798642325170000,6881141174043482995120824303569000000,180215216597309873751498359974443606,118928379827044152076609417132369720,50494215683495054645530224035930713291,59369105467471458148518366796339121214
2022-02-17,43873.0,44179.4,40100.0,40543.9,3689.5140296301,32123,9552845594603637908193397001280170000,2265566086256093396801645991450000000,47533012925458158031156355263511694,114175837613477150566970127752226270,50541748696420512803561380391194224985,59483281305084935299085336924091347484
2022-02-18,40547.4,40957.3,39455.6,40007.4,2828.69293901,27450,6565814620202912397495536189240170000,1462855932837416529315286466450000000,45419656585791684466812819298016838,5190841065910401405398444722109561,50587168353006304488028193210492241823,59488472146150845700490735368813457045
2022-02-19,40007.4,40450.0,39669.9,40095.8,882.82915067,16379,22613892707309308353674004772240170000,2193222026517998413844079866450000000,79692232745529404689606632822690964,13970141624132386529268936089968945,50666860585751833892717799843314932787,59502442287774978087020004304903425990
2022-02-20,40094.3,40135.1,38000.0,38400.0,2787.8729318601,25930,12017133422762127895337440472030170000,3508796345852645688126684410300000000,27341098686254515812584288017827203,1081931673413039482338090280996859611,50694201684438088408530384131332759990,60584373961188017569358094585900285601
2022-02-21,38400.1,39490.9,36782.6,37019.2,4647.6322586103,39840,9116216689800688966588333482210330000,4282215348334779880770544389300000000,274478516105443887256972374326355626,461353015133807751513253843802721939,50968680200543532295787356505659115616,61045726976321825320871348429703007540
2022-02-22,37024.2,38418.6,36366.0,38256.3,3384.2140744401,28852,14452649301032634788986292452210330000,3497858294511369482690104178500000000,183384399143827360222432512268909833,453388724798658637099050544586490766,51152064599687359656009789017928025449,61499115701120483957970398974289498306
2022-02-23,38256.3,39250.0,37086.6,37250.1,3233.9728646601,27032,11998525723697026735415817137210330000,9509899109500255073489040682092521431,238396311653959076719645949384183169,126805135870868643302160349863631334,51390460911341318732729434967312208618,61625920836991352601272559324153129640
2022-02-24,37250.1,39739.9,34333.2,38340.8,10301.1268263705,63703,12327258797402084711486424852657350000,6020131209474255095570052644824278269,1713497793624574362405394736523263343,2861645341929811025514050622938646801,53103958704965893095134829703835471961,64487566178921163626786609947091776441
2022-02-25,38343.6,39700.0,38032.3,39233.5,3274.94243275,29255,25002122583227757429865746740657350000,7045342026004159816207782484433342739,614675755717720175207810683176826339,269168577714218317795851424323729517,53718634460683613270342640387012298300,64756734756635381944582461371415505958
2022-02-26,39233.5,40277.9,38601.4,39120.2,2105.17169396,21106,12011624193886338021622474759657350000,15705747030992830590574682372404049833,388644282374776579304390718827946348,180780443183253863682328919167180351,54107278743058389849647031105840244648,64937515199818635808264790290582686309
2022-02-27,39120.2,39888.0,37029.8,37709.1,3515.96748312,31694,11442262501688009729039395755657350000,25851660975092756436408507340989433309,773504738077094115884859018670443201,411544343524896998935556834988331390,54880783481135483965531890124510687849,65349059543343532807200347125571017699
2022-02-28,37709.2,44194.2,37447.6,43194.7,7314.1134570504,50910,13863754971386210936013603363657350000,6490281244840496293019483343120000000,502645477691057339824080383305571913,1182867716286119959833542374912139595,55383428958826541305355970507816259762,66531927259629652767033889500483157294
2022-03-01,43188.4,44955.9,42841.4,44427.9,7671.6974940207,68738,14458179725573737183487155634327750000,19314040117968434848793383724614952049,394972274134382774995003174804765253,498379134880161587899408795361778286,55778401232960924080350973682621025015,67030306394509814354933298295844935580
2022-03-02,44428.0,45349.0,43357.1,43922.5,5010.4856850803,39885,15563790734472411230809002786225550000,36276831049497305841051439279108701501,818377126757342211363011838317979668,563045217800658973597118230728739970,56596778359718266291713985520939004683,67593351612310473328530416526573675550
2022-03-03,43922.2,44085.4,41822.8,42465.0,4384.6066448001,37406,13890730894349681195661076903190750000,35485317381643355360118291286672323882,1337964604069192641213547944763644382,731355002703036904259664910677514130,57934742963787458932927533465702649065,68324706615013510232790081437251189680
2022-03-04,42465.0,42499.9,38586.3,39137.5,7393.5300672404,49983,22432463755554126504753664173943060392,10358541036191291456124341879247884241,1287373716224096723707750283000251614,451169678346919117110826749257719243,59222116680011555656635283748702900679,68775876293360429349900908186508908923
2022-03-05,39137.4,39624.6,38618.6,39396.4,1543.22449458,20171,21030828521067774896711418686676825406,11359656129559350845434137611467612775,144391898975533179485543079863272736,41477748323083011808762394395651783,59366508578987088836120826828566173415,68817354041683512361709670580904560706
2022-03-06,39396.3,39678.9,38114.2,38416.3,2535.0649777901,24668,51672596488401763936773455443212725406,17745466145871331828511315858466371369,882037644365149527411497504929169021,243210066908020442482970505099515736,60248546223352238363532324333495342436,69060564108591532804192641086004076442
2022-03-07,38420.4,39545.0,37159.4,38024.0,4162.0063499903,37775,23012831973582689306570017661320700000,13914435761133501957833141752163002181,602527309259747219942222159888348891,1257757191060205627464728844622271454,60851073532611985583474546493383691327,70318321299651738431657369930626347896
2022-03-08,38009.8,39373.0,37888.0,38752.6,3726.9517072802,36365,33771267557774449999140335502074000000,14898578631955101093873976888636878346,588399894902645762305297553941268547,252206383544840514862946908012422428,61439473427514631345779844047324959874,70570527683196578946520316838638770324
2022-03-09,38752.6,42590.6,38682.0,41965.3,5254.0126409205,48398,12118761139063974046790387840269000000,8785365174223030548641273125788104489,1384480436087698089634862499715047316,436727125649136921480489947521006402,62823953863602329435414706547040007190,71007254808845715868000806786159776726
2022-03-10,41959.0,42041.8,38576.0,39435.8,4643.7124333202,40582,25099895639855691112582475889091100000,10848696754735995957028925143535975886,577588466961928234019237225338797509,1227681417717228929169959506865264944,63401542330564257669433943772378804699,72234936226562944797170766293025041670
2022-03-11,39435.8,40222.4,38251.5,38732.1,3504.6779068501,29060,13983121646328421994726444973644500000,14973703588283835999907710784160452832,455110404103097167435545933011016352,477205877146305670487634009520189311,63856652734667354836869489705389821051,72712142103709250467658400302545230981
2022-03-12,38727.7,39499.8,38699.0,38785.0,1553.27093634,15144,16912581907137665740156476659650500000,11479376064614605662440707440000715267,60051034878372677209295257700165430,9782100992712105671721108534867569,63916703769545727514078784963089986481,72721924204701962573330121411080098550
2022-03-13,38785.0,39300.0,37593.9,37788.4,2300.05265452,16962,15855401356790350690092012509041900000,10294407029599136210089230793434473936,141687335080490599313577389404489465,113563734515857388230058326679433828,64058391104626218113392362352494475946,72835487939217819961560179737759532378
2022-03-14,37783.7,39899.8,37584.5,39689.2,3450.8307961801,25682,17231485576568689312764400934280600000,5304759241336602771541442709000000000,132428036874079393218018103830771633,145064708701929477069788775686748073,64190819141500297506610380456325247579,72980552647919749438629968513446280451
2022-03-15,39689.2,39900.0,38170.0,39325.4,2579.94641366,22118,15855671500797836903725995272091100000,5944800622836305360698814125000000000,111440921484791031805972195742567247,60419133671178711490455180545070057,64302260062985088538416352652067814826,73040971781590928150120423693991350508
2022-03-16,39321.7,41706.8,38807.5,41124.0,6599.0814876603,52075,23184681469733177123852976729274800000,6333716597614134334560153917000000000,475604267896780205872574076299702990,268549966282006137182729601075784783,64777864330881868744288926728367517816,73309521747872934287303153295067135291
2022-03-17,41129.9,41469.1,40549.1,40945.6,2322.33915065,26099,24920243942275706760475841445217400000,5980168130477126692284607219000000000,72683525479198284248631406716846794,53358955319112714438926621322053170,64850547856361067028537558135084364610,73362880703192047001742079916389188461
2022-03-18,40941.1,42368.6,40179.1,41775.1,2583.79104383,30434,18659354923199269258119419226595750000,6730821717242837134123158269000000000,688357500341156877010388566293019664,329611122629237568320065970264767849,65538905356702223905547946701377384274,73692491825821284570062145886653956310
2022-03-19,41778.7,42379.6,41537.5,42218.0,1298.20726204,16785,28371472073527020560108008488598050000,6670190940937385836628922309000000000,70324700883100013423486365690486263,104066359693443200444065582188053991,65609230057585323918971433067067870537,73796558185514727770506211468842010301
2022-03-20,42218.0,42308.2,40945.0,41289.0,1967.29109207,22542,35295455709769432961378819237779050000,6145714424785088498621545163000000000,57015716272534300263086114250593012,133794364330754684280726140695644198,65666245773857858219234519181318463549,73930352549845482454786937609537654499
2022-03-21,41286.1,41572.4,40510.1,41014.3,1953.9504866199,22519,43179092728370815188895572435188650000,5652233115119033025277589873000000000,70381848098629950305450008441346520,626328279696958913415025058430488562,65736627621956488169539969189759810069,74556680829542441368201962667968143061
2022-03-22,41014.3,43402.6,40916.3,42377.8,3336.9451303601,32677,21575498655058363141200238408946250000,56626657525493434148891899080630000000,2548464941049891254764366002218788020,130568563796799340962805128710656536,68285092563006379424304335191978598089,74687249393339240709164767796678799597
2022-03-23,42377.7,43010.6,41811.1,42910.3,2207.87184726,29946,23658142028084350439723791504570250000,32799026905283181017745065490000000000,382781272856309483649864725926241074,363774183138694019720076862576097066,68667873835862688907954199917904839163,75051023576477934728884844659254896663
2022-03-24,42910.2,44246.9,42637.4,43989.0,2598.22403232,25170,20925457161580867079516617154304950000,17531929766502227625348187048000000000,198918262636930718082564076093439103,1375177626718863970356931026486505934,68866792098499619626036763993998278266,76426201203196798699241775685741402597
2022-03-25,43989.0,45105.0,43604.8,44315.5,3654.14485579,52270,23920449878048605837888403686253750000,36037117723320348627416772049000000000,233408125130065640387808736790910517,471785554681422018454476001881455396,69100200223629685266424572730789188783,76897986757878220717696251687622857993
2022-03-26,44315.5,44800.0,44135.1,44548.0,1165.03671815,26378,24307014771897880315372360512819850000,5888442233169759489751525679000000000,47704489997154211675859652389063178,291631557491805824906287028875769499,69147904713626839478100432383178251961,77189618315370026542602538716498627492
2022-03-27,44547.2,46976.1,44439.4,46855.2,1895.85174777,21268,22711514471366239768414706159720250000,6547027043793635855536442513000000000,250783698268904468939672417948385128,737417926585928437811953662066394586,69398688411895743947040104801126637089,77927036241955954980414492378565022078
2022-03-28,46855.3,48200.0,46683.5,47137.9,3417.2216237399,59916,26466805913402965276982368950958350000,20326758302455578531306535551000000000,333425883027015850060300497843376758,200869023743808007340089810372867108,69732114294922759797100405298970013847,78127905265699762987754582188937889186
2022-03-29,47138.3,48123.0,46912.5,47440.2,1877.20497352,27843,34181448389730138021099531221791150000,36019916409001396322338594891000000000,319777672326958645208914404326077271,178830672265175109634452044667502474,70051891967249718442309319703296091118,78306735937964938097389034233605391660
2022-03-30,47440.3,47707.9,46570.6,47059.3,1737.31775671,25601,34370077703987233252151286406201250000,36234961405022806742733338035000000000,183864364864162045583791651295224313,100253101759849199017760102594411910,70235756332113880487893111354591315431,78406989039724787296406794336199803570
2022-03-31,47079.2,47598.0,45250.0,45524.3,2320.05234427,30068,36307176654831450554055968889222050000,18676177121471622321248321525000000000,1164073893449094400402112575404454220,350552552086077162477327556400620983,71399830225562974888295223929995769651,78757541591810864458884121892600424553
2022-04-01,45523.5,46710.9,44257.6,46312.0,4181.2983432502,36546,24836807144383516232697685419463190000,26901945424284992104730279906668370000,1174018218938033522098028228009759390,472575511559751250223869736105977774,72573848444501008410393252158005529041,79230117103370615709107991628706402327
2022-04-02,46312.0,47200.0,45666.1,45828.6,1420.1895203,22824,29554667790671724912582326679283560000,53722214153798551948469455463572600000,326873450158575236418664184765385014,435168900778281827327354986689153008,72900721894659583646811916342770914055,79665286004148897536435346615395555335
2022-04-03,45828.6,47444.9,45566.0,46423.4,1245.97997739,20620,28295410011174470011106943765374990000,3091510222321796010720735135399800000,971285548861393485872446102365390420,76298431873458762223865597584170194,73872007443520977132684362445136304475,79741584436022356298659212212979725529
2022-04-04,46424.2,46888.0,45153.0,46617.1,1910.9745970799,23949,34498719773249932403629467128649550000,46949968510787505699928539533466790000,543485683609454812452178166655523329,262758707579366948736516173970143745,74415493127130431945136540611791827804,80004343143601723247395728386949869274
2022-04-05,46617.1,47188.4,45377.0,45479.2,1882.88025051,22655,38913019132691552453849900403527960000,3230467996867503150360190916494440000,657510393281716551835154585087133926,110425548439846048073593214135929570,75073003520412148496971695196878961730,80114768692041569295469321601085798844
2022-04-06,45498.3,45534.3,43123.7,43179.4,4589.1069867202,36043,49012652009622817752605126743436180000,6852615143117899088119067054490900000,153663609950573090854412712315189123,1141151799755565831664941124138390099,75226667130362721587826107909194150853,81255920491797135127134262725224188943
2022-04-07,43179.5,43920.8,42750.0,43469.8,1565.17601256,22151,80011416122310649747278911658078130000,6482750692738705706788295364864320000,196426009727530537823372955181884230,360993399330336678583930729419617957,75423093140090252125649480864376035083,81616913891127471805718193454643806900
2022-04-08,43469.8,43968.7,42126.0,42282.6,2238.74341635,26125,57114548282831492613686749284893440000,6993824813360158835936716171098570000,461398811187019145851058328497362825,951831835106366785958945305636094650,75884491951277271271500539192873397908,82568745726233838591677138760279901550
2022-04-09,42282.6,42805.1,42111.0,42764.0,621.74608186,13343,51257982113611200656704315079769440000,37534890887340644585449737979447740000,560337704097925528752507886636450774,43418090681615671698421078442857095,76444829655375196800253047079509848682,82612163816915454263375559838722758645
2022-04-10,42781.7,43416.4,41805.4,42160.0,1121.27095145,15302,77965756937926942715086241411771160000,7212746731748420445671739718742290000,209131953108897666911703573350174767,385120521908522444426044121234016323,76653961608484094467164750652860023449,82997284338823976707801603959956774968
2022-04-11,42164.9,42411.0,39240.0,39534.6,3303.8990908,31753,22115448371670264970288418863745060000,59999139576302282933245660054144880000,464997879395029809132143900152757346,3395176664873241387333241247384502093,77118959487879124276296894553012780795,86392461003697218095134845207341277061
2022-04-12,39530.5,40683.4,39269.4,40078.7,2170.32737648,24269,24702496376454008786972558506751280000,57960437962719850155070919540230480000,1081097457181171017380681269770167217,780063617849981212917515492522912925,78200056945060295293677575822782948012,87172524621547199308052360699864189986
2022-04-13,40078.7,41548.4,39598.0,41150.0,2414.27057701,24018,18967729162884764844258902787570540000,18435358916955605208160286595169060000,186102961866773815094398861011396739,1266934369374328528023715272903358195,78386159906927069108771974683794344751,88439458990921527836076075972767548181
2022-04-14,41150.0,41480.0,39600.0,39954.9,1895.26356688,20685,21499498697697111331035833215950970000,6418305802229773637683755322639560000,234110040022317258170962718622642325,599464457144188100248429253014636634,78620269946949386366942937402416987076,89038923448065715936324505225782184815
2022-04-15,39953.7,40890.3,39800.0,40569.9,1177.17180956,16024,22070673784894228021564633131084660000,33212614376353039744628911313200440000,144400793781343862005156143120715519,103574976026108821128052244271876169,78764670740730730228948093545537702595,89142498424091824757452557470054060984
2022-04-16,40570.0,40708.8,40011.9,40381.0,589.46381724,12703,21748724027727496604917703735849860000,13136250216979442563846974282825580000,17661047714669129323369641579070399,620142316486919217237943747879136517,78782331788445399358271463187116772994,89762640740578743974690501217933197501
2022-04-17,40381.1,40652.8,39556.0,39681.2,982.00936665,15246,27218633062703323450624514526956120000,17315595745492373134190769782825580000,246668455584494411781821831098314078,8595960595450324007677484853335211,79029000244029893770053285018215087072,89771236701174194298698178702786532712
2022-04-18,39680.5,41067.3,38570.0,40811.3,2626.83895679,27165,23782707597984615528138412278249910000,3822770402079281323783028623861200000,690656036307862924694509158848885051,1183204265664079048960616510092492613,79719656280337756694747794177063972123,90954440966838273347658795212879025325
2022-04-19,40811.3,41825.8,40600.0,41506.2,1433.48126987,20860,21740638532426143407195500663511260000,3783392878512041714606321826013050000,110130496230198340441180864864768057,133558316117900102794037486071236916,79829786776567955035188975041928740180,91087999282956173450452832698950262241
