timestamp,open,high,low,close,volume_btc,volume_ccy,weighted_price,ts
1658883780,21216.3,21216.5,21199.8,21203.4,0.29042015,6161.191763868,21214.75305300958,2022-07-27 01:03:00
1658883840,21203.4,21207.4,21198.7,21203.4,0.78948022,16736.841360246,21199.823550039036,2022-07-27 01:04:00
1658883900,21205.7,21221.0,21205.7,21221.0,0.01676351,355.63375897,21214.75508231868,2022-07-27 01:05:00
1658883960,21221.0,21233.0,21221.0,21232.1,0.12867756,2731.742476883,21229.361800791063,2022-07-27 01:06:00
1658884020,21232.2,21232.2,21200.8,21204.1,0.27933625,5924.669612297,21209.812948720402,2022-07-27 01:07:00
1658884080,21204.2,21216.7,21204.2,21216.7,0.50520034,10714.2596612,21207.942301068128,2022-07-27 01:08:00
1658884140,21215.4,21215.5,21210.7,21212.9,0.05987475,1270.249214531,21215.106777581535,2022-07-27 01:09:00
1658884200,21222.0,21225.0,21219.0,21219.2,0.01287819,273.278361542,21220.24613256987,2022-07-27 01:10:00
1658884260,21219.8,21219.8,21204.1,21209.2,0.15300878,3244.969172788,21207.731822892776,2022-07-27 01:11:00
1658884320,21206.6,21207.7,21204.3,21207.7,0.01501992,318.506778821,21205.62418581457,2022-07-27 01:12:00
1658884380,21205.6,21209.0,21203.4,21208.2,0.0253116,536.822643736,21208.562229807678,2022-07-27 01:13:00
1658884440,21204.2,21204.2,21201.0,21201.0,0.01278317,271.037090294,21202.650852175164,2022-07-27 01:14:00
1658884500,21201.0,21201.0,21200.7,21200.8,0.0477651,1012.65720743,21200.7764545662,2022-07-27 01:15:00
1658884560,21200.7,21200.7,21181.5,21181.6,1.84900186,39183.200558219,21191.541991320115,2022-07-27 01:16:00
1658884620,21181.6,21181.6,21151.1,21167.3,5.20199177,110065.505844464,21158.339096038977,2022-07-27 01:17:00
1658884680,21169.0,21169.0,21169.0,21169.0,1.56727951,33177.73994719,21169.0,2022-07-27 01:18:00
1658884740,21169.0,21178.8,21161.4,21161.4,3.64290936,77117.58873124,21169.230719273233,2022-07-27 01:19:00
1658884800,21164.0,21183.6,21162.9,21182.3,0.143638,3040.415647482,21167.2095648923,2022-07-27 01:20:00
1658884860,21182.3,21182.3,21166.0,21166.0,0.10783142,2283.202404062,21173.813755415627,2022-07-27 01:21:00
1658884920,21167.4,21171.2,21154.7,21154.7,0.01273598,269.595740503,21168.040504382072,2022-07-27 01:22:00
1658884980,21151.4,21156.2,21149.6,21156.2,0.29052822,6145.350153632,21152.334715133697,2022-07-27 01:23:00
1658885040,21159.1,21166.8,21159.1,21166.8,0.68924041,14585.390289116,21161.542587318698,2022-07-27 01:24:00
1658885100,21166.5,21166.5,21165.3,21165.4,0.10206392,2160.328002503,21166.422007924055,2022-07-27 01:25:00
1658885160,21166.2,21166.2,21158.2,21158.2,0.08295862,1755.482577372,21160.942375512033,2022-07-27 01:26:00
1658885220,21159.7,21183.1,21159.7,21183.1,1.08246794,22909.363459512,21164.01106485611,2022-07-27 01:27:00
1658885280,21184.0,21187.8,21184.0,21187.7,0.04231797,896.550913533,21186.056739796353,2022-07-27 01:28:00
1658885340,21187.8,21205.8,21187.8,21205.8,0.28041943,5943.727348954,21195.84705294494,2022-07-27 01:29:00
1658885400,21205.7,21209.5,21205.7,21206.4,0.42404875,8992.659358831,21206.66399519159,2022-07-27 01:30:00
1658885460,21206.4,21206.4,21184.4,21184.6,1.69588114,35955.204128834,21201.48828875708,2022-07-27 01:31:00
1658885520,21184.6,21209.0,21184.5,21209.0,0.16933662,3587.815540052,21187.47581032384,2022-07-27 01:32:00
1658885580,21209.0,21212.3,21209.0,21210.8,0.57799997,12259.5010073,21210.210456066285,2022-07-27 01:33:00
1658885640,21210.5,21210.9,21208.1,21208.1,0.33362754,7076.395186778,21210.464779909955,2022-07-27 01:34:00
1658885700,21207.1,21218.0,21206.8,21212.3,0.17527122,3717.293834238,21208.809034580805,2022-07-27 01:35:00
1658885760,21209.8,21219.4,21209.8,21219.4,0.09406275,1995.811309648,21217.871151417537,2022-07-27 01:36:00
1658885820,21219.4,21219.4,21216.0,21217.1,0.07527218,1597.206041772,21219.075118749053,2022-07-27 01:37:00
1658885880,21216.8,21219.2,21214.2,21214.2,0.01028699,218.272634347,21218.31890057247,2022-07-27 01:38:00
1658885940,21214.3,21219.4,21214.3,21219.3,0.46037319,9766.908532473,21215.198331755593,2022-07-27 01:39:00
1658886000,21219.3,21219.3,21219.2,21219.3,1.07694544,22851.928374992,21219.20714478535,2022-07-27 01:40:00
1658886060,21219.3,21219.4,21217.9,21219.3,3.36923637,71492.437510782,21219.18133953362,2022-07-27 01:41:00
1658886120,21219.3,21219.3,21216.0,21216.0,0.01871801,397.168209853,21218.506126078573,2022-07-27 01:42:00
1658886180,21215.9,21219.4,21215.6,21219.4,0.04093667,868.602415236,21218.199116733234,2022-07-27 01:43:00
1658886240,21219.4,21229.8,21219.4,21221.8,6.94094033,147327.573703952,21225.881033319874,2022-07-27 01:44:00
1658886300,21219.3,21219.3,21206.1,21219.0,0.02129183,451.679047689,21213.726001428717,2022-07-27 01:45:00
1658886360,21218.9,21222.0,21218.9,21221.9,0.6144345,13037.640538112,21218.92657087452,2022-07-27 01:46:00
1658886420,21221.8,21221.8,21205.7,21205.7,2.62257805,55617.755423498,21207.283201160782,2022-07-27 01:47:00
1658886480,21205.8,21212.4,21191.1,21191.1,0.3286319,6968.689644352,21205.152769259465,2022-07-27 01:48:00
1658886540,21191.2,21197.3,21191.1,21197.3,0.08763836,1857.274549611,21192.484085861488,2022-07-27 01:49:00
1658886600,21193.2,21195.0,21191.1,21191.1,0.01046973,221.896523368,21194.101793264967,2022-07-27 01:50:00
1658886660,21191.2,21200.0,21191.2,21200.0,0.07967908,1688.767957596,21194.621694879006,2022-07-27 01:51:00
1658886720,21200.0,21200.0,21200.0,21200.0,0.09394536,1991.641632,21200.0,2022-07-27 01:52:00
1658886780,21200.0,21200.0,21194.9,21194.9,0.46131901,9779.948296478,21199.96810120181,2022-07-27 01:53:00
1658886840,21192.5,21192.5,21190.9,21190.9,0.15258027,3233.362003658,21191.21957024981,2022-07-27 01:54:00
1658886900,21191.0,21191.0,21180.0,21180.1,0.96939675,20536.061134294,21184.37175933796,2022-07-27 01:55:00
1658886960,21180.1,21181.4,21180.0,21180.0,0.43878641,9293.575267644,21180.180278700973,2022-07-27 01:56:00
1658887020,21180.1,21180.1,21180.0,21180.0,0.07018558,1486.531286588,21180.010004733165,2022-07-27 01:57:00
1658887080,21180.0,21180.1,21177.0,21177.0,2.6082025,55241.72866,21179.999888812315,2022-07-27 01:58:00
1658887140,21177.0,21177.0,21165.4,21165.4,0.03936181,833.44781981,21174.0217182594,2022-07-27 01:59:00
1658887200,21165.4,21175.0,21165.4,21165.9,0.03614128,765.006640472,21167.115289552556,2022-07-27 02:00:00
1658887260,21165.9,21167.7,21158.1,21167.7,2.00933458,42520.18139555,21161.32465880819,2022-07-27 02:01:00
1658887320,21167.7,21167.7,21144.5,21145.9,4.20566872,88988.647228198,21159.2146583048,2022-07-27 02:02:00
1658887380,21147.2,21150.0,21115.9,21122.8,5.25664293,111019.303058585,21119.810597176132,2022-07-27 02:03:00
1658887440,21128.1,21147.3,21128.1,21141.1,2.71979454,57499.459731652,21141.10418489626,2022-07-27 02:04:00
1658887500,21141.0,21147.5,21110.1,21124.2,74.11439655,1566467.028671646,21135.799542196313,2022-07-27 02:05:00
1658887560,21117.5,21136.5,21117.5,21125.6,9.13047116,192924.056184373,21129.6933973748,2022-07-27 02:06:00
1658887620,21133.4,21133.4,21122.5,21129.7,2.51637689,53159.146355823,21125.27203976309,2022-07-27 02:07:00
1658887680,21129.8,21137.9,21129.8,21132.3,0.02727709,576.511652677,21135.379641926615,2022-07-27 02:08:00
1658887740,21129.9,21130.7,21116.5,21116.5,0.18596449,3928.804238256,21126.63680176791,2022-07-27 02:09:00
1658887800,21116.5,21116.5,21110.9,21111.8,0.17371039,3668.153216379,21116.487139191846,2022-07-27 02:10:00
1658887860,21111.8,21115.0,21111.8,21115.0,0.00236143,49.860523876,21114.546641653575,2022-07-27 02:11:00
1658887920,21115.0,21123.3,21115.0,21122.6,0.12424173,2624.247583704,21122.110773119464,2022-07-27 02:12:00
1658887980,21119.0,21119.9,21117.9,21117.9,0.03379767,713.783886249,21119.32231568034,2022-07-27 02:13:00
1658888040,21118.0,21123.6,21117.9,21123.6,0.04445448,938.79104025,21118.029954461283,2022-07-27 02:14:00
1658888100,21128.8,21130.0,21128.8,21130.0,0.06811789,1439.25631836,21128.903410836712,2022-07-27 02:15:00
1658888160,21130.6,21142.8,21130.6,21141.5,0.11960237,2528.361144255,21139.724440702972,2022-07-27 02:16:00
1658888220,21140.1,21140.8,21128.7,21128.7,0.68273218,14427.367854551,21131.811678411,2022-07-27 02:17:00
1658888280,21131.9,21148.0,21130.8,21147.3,2.07073866,43768.707020797,21136.76045474372,2022-07-27 02:18:00
1658888340,21145.6,21149.1,21143.4,21149.1,0.57587427,12176.694022664,21144.709282920383,2022-07-27 02:19:00
1658888400,21149.1,21159.1,21149.1,21159.1,9.55279782,202088.16554973,21154.8668104995,2022-07-27 02:20:00
1658888460,21155.6,21155.6,21139.9,21139.9,11.35526778,240080.193076372,21142.627168971263,2022-07-27 02:21:00
1658888520,21136.3,21136.3,21127.0,21128.2,0.03021128,638.520169679,21135.15778474133,2022-07-27 02:22:00
1658888580,21127.1,21127.1,21117.9,21118.7,0.18048524,3811.642809064,21118.861625826023,2022-07-27 02:23:00
1658888640,21118.0,21120.0,21117.9,21120.0,0.32669638,6899.238855765,21118.19805216391,2022-07-27 02:24:00
1658888700,21121.9,21141.7,21121.9,21138.5,0.56848563,12018.320516497,21140.93986245,2022-07-27 02:25:00
1658888760,21139.8,21149.3,21139.8,21147.9,0.10604082,2241.936513888,21142.202728043783,2022-07-27 02:26:00
1658888820,21145.6,21145.6,21145.6,21145.6,0.001,21.1456,21145.6,2022-07-27 02:27:00
1658888880,21139.9,21141.1,21136.1,21141.1,0.07879503,1665.653849184,21139.07246667715,2022-07-27 02:28:00
1658888940,21140.9,21146.2,21140.9,21145.1,0.28372826,5999.353153115,21144.71485186213,2022-07-27 02:29:00
1658889000,21146.0,21146.4,21140.7,21140.7,0.16526186,3494.610497881,21145.89838139907,2022-07-27 02:30:00
1658889060,21118.6,21119.0,21102.1,21117.3,9.52841895,201157.825743733,21111.35402413566,2022-07-27 02:31:00
1658889120,21119.0,21134.2,21119.0,21132.8,0.12921407,2730.078673497,21128.338992007604,2022-07-27 02:32:00
1658889180,21135.4,21135.6,21133.7,21133.7,0.26980537,5702.419971691,21135.309396143595,2022-07-27 02:33:00
1658889240,21133.7,21135.1,21128.5,21129.1,0.19793659,4182.952209449,21132.78908891479,2022-07-27 02:34:00
1658889300,21132.0,21132.0,21131.5,21131.5,0.00524787,110.895388215,21131.504441802103,2022-07-27 02:35:00
1658889360,21131.5,21150.0,21131.4,21150.0,0.05064504,1070.862846381,21144.47626817947,2022-07-27 02:36:00
1658889420,21150.0,21150.0,21150.0,21150.0,0.07381385,1561.1629275,21150.0,2022-07-27 02:37:00
1658889480,21150.0,21150.0,21149.6,21149.7,0.00930183,196.731571719,21149.770713827278,2022-07-27 02:38:00
1658889540,21150.0,21169.2,21150.0,21163.8,0.04986892,1055.321796596,21161.91400567728,2022-07-27 02:39:00
1658889600,21167.8,21167.9,21166.3,21166.3,0.05392789,1141.538792393,21167.874218572244,2022-07-27 02:40:00
1658889660,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,1.7e+308,2022-07-27 02:41:00
1658889720,21158.9,21166.9,21158.9,21159.3,0.05279338,1117.275146241,21163.167545646822,2022-07-27 02:42:00
1658889780,21161.0,21164.4,21159.7,21164.4,0.47916056,10140.813986859,21163.70760326977,2022-07-27 02:43:00
1658889840,21163.1,21163.3,21160.8,21163.3,0.04252347,899.915008545,21162.783953073445,2022-07-27 02:44:00
1658889900,21149.3,21179.5,21147.5,21179.5,0.2040193,4315.251651758,21151.19330258461,2022-07-27 02:45:00
1658889960,21179.0,21188.8,21179.0,21182.4,0.10942675,2318.094217243,21183.98122253471,2022-07-27 02:46:00
1658890020,21180.3,21190.0,21176.1,21190.0,0.19267273,4080.936201451,21180.663197386573,2022-07-27 02:47:00
1658890080,21189.3,21197.2,21189.3,21197.2,2.32254443,49214.330904045,21189.83398911555,2022-07-27 02:48:00
1658890140,21195.7,21195.7,21181.5,21181.5,3.67932674,77941.634082096,21183.667445119594,2022-07-27 02:49:00
1658890200,21183.6,21187.8,21180.5,21187.5,0.06565585,1390.770050781,21182.728588252226,2022-07-27 02:50:00
1658890260,21187.5,21187.5,21187.5,21187.5,0.18879056,3999.99999,21187.5,2022-07-27 02:51:00
1658890320,21187.5,21187.5,21177.6,21180.8,0.04098087,867.971758655,21179.92513714326,2022-07-27 02:52:00
1658890380,21178.7,21178.7,21155.1,21157.3,0.10733224,2272.067502363,21168.546397270755,2022-07-27 02:53:00
1658890440,21162.3,21167.7,21162.3,21167.7,0.10944511,2316.544740368,21166.269926248875,2022-07-27 02:54:00
1658890500,21178.3,21178.3,21177.3,21177.3,0.012446,263.58370434,21178.186111200386,2022-07-27 02:55:00
1658890560,21180.3,21199.0,21180.3,21196.8,0.14488803,3071.050199919,21196.024267284192,2022-07-27 02:56:00
1658890620,21196.8,21201.7,21196.6,21199.9,0.53155174,11268.943532282,21200.087751160405,2022-07-27 02:57:00
1658890680,21199.8,21199.8,21194.5,21194.5,0.05822363,1234.212609135,21197.795622413098,2022-07-27 02:58:00
1658890740,21200.0,21200.0,21190.8,21190.8,0.26810561,5683.733080214,21199.605186232395,2022-07-27 02:59:00
1658890800,21191.9,21191.9,21191.0,21191.0,0.05723731,1212.953908576,21191.665166933944,2022-07-27 03:00:00
1658890860,21191.0,21191.0,21177.7,21177.7,0.33732926,7148.305313225,21190.88428090999,2022-07-27 03:01:00
1658890920,21179.7,21189.8,21179.7,21189.6,0.53531013,11342.422161463,21188.50648588137,2022-07-27 03:02:00
1658890980,21184.9,21189.5,21180.7,21180.7,0.10611299,2248.132023927,21186.20937857844,2022-07-27 03:03:00
1658891040,21185.8,21186.5,21185.8,21186.5,0.07163073,1517.604389997,21186.499006739148,2022-07-27 03:04:00
1658891100,21185.4,21185.4,21183.7,21183.7,0.05337146,1130.668337248,21184.88677746496,2022-07-27 03:05:00
1658891160,21183.7,21197.7,21183.7,21197.1,0.15921418,3373.426844891,21187.97989532716,2022-07-27 03:06:00
1658891220,21196.5,21197.4,21176.0,21176.0,0.23569101,4991.484095734,21178.08437298478,2022-07-27 03:07:00
1658891280,21156.8,21161.6,21156.7,21160.1,0.22049173,4664.991236747,21157.216357942314,2022-07-27 03:08:00
1658891340,21160.4,21162.7,21128.6,21128.6,0.15583328,3297.561482201,21160.829587883924,2022-07-27 03:09:00
1658891400,21126.7,21151.6,21119.3,21151.6,0.09387559,1984.793649732,21142.808793340206,2022-07-27 03:10:00
1658891460,21153.7,21160.4,21151.6,21160.3,0.58139826,12298.467025031,21153.257364463047,2022-07-27 03:11:00
1658891520,21160.4,21160.4,21160.3,21160.3,0.03362867,711.595047868,21160.368455487536,2022-07-27 03:12:00
1658891580,21160.4,21160.4,21160.4,21160.4,0.01770355,374.61419942,21160.4,2022-07-27 03:13:00
1658891640,21160.4,21168.0,21160.4,21167.6,0.07384928,1563.205715868,21167.514644259227,2022-07-27 03:14:00
1658891700,21167.6,21167.7,21131.1,21136.5,0.74021669,15656.063551737,21150.64921291764,2022-07-27 03:15:00
1658891760,21124.9,21130.4,21124.9,21129.7,0.56334879,11902.466876303,21128.05971643784,2022-07-27 03:16:00
1658891820,21129.7,21154.6,21128.2,21154.6,0.26997494,5706.428538319,21136.88232811164,2022-07-27 03:17:00
1658891880,21149.6,21149.8,21149.5,21149.8,0.00697951,147.6151002,21149.779884261217,2022-07-27 03:18:00
1658891940,21141.5,21141.5,21120.7,21123.5,0.20314742,4291.175509234,21123.455612845097,2022-07-27 03:19:00
1658892000,21121.7,21125.4,21110.0,21110.0,0.22884845,4833.455823037,21120.771510739967,2022-07-27 03:20:00
1658892060,21110.0,21123.0,21110.0,21123.0,0.17042446,3599.343974455,21119.879003606642,2022-07-27 03:21:00
1658892120,21121.9,21121.9,21117.2,21118.6,0.22916924,4840.319296274,21121.156121449807,2022-07-27 03:22:00
1658892180,21108.8,21110.0,21108.8,21109.9,0.01379137,291.132143975,21109.73340393304,2022-07-27 03:23:00
1658892240,21109.9,21122.9,21109.9,21122.9,0.0683818,1444.285240546,21120.901183443548,2022-07-27 03:24:00
1658892300,21122.9,21122.9,21122.8,21122.8,0.13550232,2862.195523605,21122.852535698283,2022-07-27 03:25:00
1658892360,21122.9,21122.9,21118.0,21118.6,0.24424137,5159.001419121,21122.55355888726,2022-07-27 03:26:00
1658892420,21118.7,21118.7,21117.6,21117.6,0.0231,487.81986,21117.742857142857,2022-07-27 03:27:00
1658892480,21117.4,21119.3,21116.6,21116.6,0.19208478,4056.238531073,21116.917910273787,2022-07-27 03:28:00
1658892540,21116.4,21117.8,21108.7,21108.7,0.02802828,591.646679092,21108.918531283405,2022-07-27 03:29:00
1658892600,21108.7,21115.0,21108.7,21114.2,0.10290836,2172.545963525,21111.46231001058,2022-07-27 03:30:00
1658892660,21116.0,21120.9,21109.9,21109.9,0.69568146,14690.396446346,21116.555911014217,2022-07-27 03:31:00
1658892720,21109.6,21109.6,21100.7,21104.0,0.76139007,16068.816379325,21104.578339621636,2022-07-27 03:32:00
1658892780,21100.8,21100.8,21100.0,21100.1,2.26411502,47772.831909969,21100.002203054595,2022-07-27 03:33:00
1658892840,21100.0,21100.1,21100.0,21100.0,4.61966208,97474.870838496,21100.000205750115,2022-07-27 03:34:00
1658892900,21100.1,21100.1,21085.8,21085.8,3.2300321,68153.274625785,21099.875331203362,2022-07-27 03:35:00
1658892960,21085.0,21085.0,21067.2,21075.7,4.71831631,99419.271809553,21070.92133667338,2022-07-27 03:36:00
1658893020,21076.7,21078.0,21060.4,21061.1,2.38179111,50163.131748554,21061.096222058703,2022-07-27 03:37:00
1658893080,21061.0,21061.0,21057.9,21057.9,0.10731073,2259.930180623,21059.685090419196,2022-07-27 03:38:00
1658893140,21057.9,21074.3,21057.9,21068.8,0.05199536,1095.134085428,21062.15026548523,2022-07-27 03:39:00
1658893200,21068.8,21069.4,21057.9,21058.0,0.24478477,5154.910717121,21058.95198104441,2022-07-27 03:40:00
1658893260,21058.0,21058.6,21048.2,21052.8,3.90789121,82263.27477346,21050.553956812935,2022-07-27 03:41:00
1658893320,21053.0,21055.7,21050.5,21051.5,0.31924135,6721.04332538,21053.17285928029,2022-07-27 03:42:00
1658893380,21055.7,21055.7,21055.6,21055.7,0.03740214,787.525857198,21055.636313804505,2022-07-27 03:43:00
1658893440,21055.7,21055.7,21048.1,21049.7,0.18504415,3896.214460913,21055.593818626527,2022-07-27 03:44:00
1658893500,21048.9,21051.0,21048.9,21050.0,0.02744133,577.660348469,21050.741653884852,2022-07-27 03:45:00
1658893560,21050.0,21050.0,21049.9,21050.0,0.03659739,770.374684131,21049.989743284972,2022-07-27 03:46:00
1658893620,21050.0,21050.0,21049.9,21050.0,0.0961995,2024.994475,21049.948024677884,2022-07-27 03:47:00
1658893680,21050.0,21050.0,21049.9,21049.9,0.05398744,1136.4354695,21049.997360497182,2022-07-27 03:48:00
1658893740,21050.0,21072.7,21050.0,21072.7,3.08667072,65032.50364967,21068.818007795144,2022-07-27 03:49:00
1658893800,21061.0,21063.4,21060.4,21060.4,3.03954948,64023.15153828,21063.368752358656,2022-07-27 03:50:00
1658893860,21062.6,21069.4,21060.8,21066.3,6.20244913,130670.08400006,21067.49789660266,2022-07-27 03:51:00
1658893920,21070.0,21072.7,21067.9,21067.9,1.03033106,21709.269657536,21070.18850575659,2022-07-27 03:52:00
1658893980,21069.1,21069.2,21069.1,21069.2,0.00309223,65.150513093,21069.103233912097,2022-07-27 03:53:00
1658894040,21067.7,21067.7,21067.6,21067.7,0.02473207,521.047162032,21067.672945774455,2022-07-27 03:54:00
1658894100,21067.6,21067.6,21061.0,21061.9,0.74670117,15726.951332363,21061.90798169367,2022-07-27 03:55:00
1658894160,21067.7,21075.9,21066.1,21066.2,0.38715109,8158.979893659,21074.407652214024,2022-07-27 03:56:00
